,bill_number,title,short_title​,sponsor_party​,introduced_date​,enacted​,vetoed​,cosponsors_count​,cosponsors_R,cosponsors_D,cosponsors_I,primary_subject​,summary_short​,actions_count​,votes_count
2865,HRES595,Providing for consideration of the bill (H.R. 3309) to amend the Communications Act of 1934 to provide for greater transparency and efficiency in the procedures followed by the Federal Communications Commission.,,R,2012-03-26,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 3309) to amend the Communications Act of 1934 to provide for greater transparency and efficiency in the procedures followed by the Federal Communications Commission.,8,2
2866,HR3298,To establish the position of Special Assistant for Veterans Affairs in the Department of Housing and Urban Development and for other purposes.,Homes for Heroes Act of 2011,D,2011-11-01,,,9,2,7,0,Armed forces and national security,Homes for Heroes Act of 2011 - Amends the Department of Housing and Urban Development Act to establish in the Department of Housing and Urban Development (HUD) a Special Assistant for Veterans Affairs to: (1) ensure veterans fair access to HUD housing and homeless assistance programs (2) coordinate all HUD programs and activities relating to veterans and (3) serve as a HUD liaison with the Department of Veterans Affairs (VA). Directs the Secretaries of HUD and VA to report annually to Congr...,11,1
2867,HR3309,To amend the Communications Act of 1934 to provide for greater transparency and efficiency in the procedures followed by the Federal Communications Commission.,Federal Communications Commission Process Reform Act of 2012,R,2011-11-02,,,9,9,0,0,"Science, technology, communications",Federal Communications Commission Process Reform Act of 2012 - (Sec. 2) Amends the Communications Act of 1934 to prohibit the Federal Communications Commission (FCC) from issuing a notice of proposed rulemaking unless it provides at least 30 days for comments and an additional period of at least 30 days for replies. Requires such notice to include: (1) an identification of a notice of inquiry a prior notice of proposed rulemaking or a notice on a petition for rulemaking issued by the FCC du...,37,5
2868,HRES597,Providing for consideration of the concurrent resolution (H. Con. Res. 112) establishing the budget for the United States Government for fiscal year 2013 and setting forth appropriate budgetary levels for fiscal years 2014 through 2022 and providing for consideration of motions to suspend the rules.,,R,2012-03-27,,,0,0,0,0,Congress,Sets forth the rule for consideration of the concurrent resolution (H. Con. Res. 112) establishing the budget for the United States Government for fiscal year 2013 and setting forth appropriate budgetary levels for fiscal years 2014 through 2022 and providing for consideration of motions to suspend the rules.,8,2
2869,HR1339,To designate the City of Salem Massachusetts as the Birthplace of the National Guard of the United States.,,D,2011-04-01,,,116,18,99,0,Armed forces and national security,Designates Salem Massachusetts as the Birthplace of the National Guard of the United States. Directs the Chief of the National Guard Bureau to provide military ceremonial support at the dedication of any monument plaque or other official recognition celebrating such designation. Prohibits federal funds from being used in connection with such recognition.,17,1
2870,HCONRES112,Establishing the budget for the United States Government for fiscal year 2013 and setting forth appropriate budgetary levels for fiscal years 2014 through 2022.,,R,2012-03-23,,,0,0,0,0,Economics and public finance,Sets forth the congressional budget for the federal government for FY2013 including the appropriate budgetary levels for FY2014-FY2022. Title I: Recommended Levels and Amounts - (Sec. 101) Lists recommended budgetary levels and amounts for FY2013-FY2022 with respect to: (1) federal revenues (2) new budget authority (3) budget outlays (4) deficits (on-budget) (5) debt subject to limit and (6) debt held by the public. (Sec. 102) Lists the appropriate levels of new budget authority and out...,42,8
2871,HRES600,Providing for consideration of the bill (H.R. 4281) to provide an extension of Federal-aid highway highway safety motor carrier safety transit and other programs funded out of the Highway Trust Fund pending enactment of a multiyear law reauthorizing such programs and for other purposes.,,R,2012-03-28,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 4281) to provide an extension of Federal-aid highway highway safety motor carrier safety transit and other programs funded out of the Highway Trust Fund pending enactment of a multiyear law reauthorizing such programs.,8,1
2872,HR4281,To provide an extension of Federal-aid highway highway safety motor carrier safety transit and other programs funded out of the Highway Trust Fund pending enactment of a multiyear law reauthorizing such programs.,Surface Transportation Extension Act of 2012,R,2012-03-28,,,2,2,0,0,Transportation and public works,Surface Transportation Extension Act of 2012 - (Sec. 1) Directs the Secretary of Transportation (DOT) to reduce the amount apportioned or allocated for a surface transportation program project or activity for FY2012 by amounts apportioned or allocated under the Surface Transportation Extension Act of 2011 Part II for the period from October 1 2011 through March 31 2012. Title I: Federal-Aid Highways - (Sec. 101) Amends the Surface Transportation Extension Act of 2011 Part II to continu...,20,1
2873,HR3001,To award a Congressional Gold Medal to Raoul Wallenberg in recognition of his achievements and heroic actions during the Holocaust.,Raoul Wallenberg Centennial Celebration Act,D,2011-09-21,,,301,141,160,0,International affairs,Raoul Wallenberg Centennial Celebration Act - Directs the Speaker of the House of Representatives and the President pro tempore of the Senate to arrange for the presentation on behalf of Congress of a gold medal of appropriate design to the next of kin or personal representative of Raoul Wallenberg in recognition of his achievements and heroic actions during the Holocaust.,15,1
2874,HR4040,To provide for the award of a gold medal on behalf of Congress to Jack Nicklaus in recognition of his service to the Nation in promoting excellence and good sportsmanship in golf.,,D,2012-02-15,,,341,165,176,0,Sports and recreation,Directs the Speaker of the House of Representatives and the President Pro Tempore of the Senate to make arrangements for the presentation of a congressional gold medal to Jack Nicklaus in recognition of his service to the nation in promoting excellence and good sportsmanship. Directs the Secretary of the Treasury to strike such gold medal and to strike and sell duplicate bronze medals at a price sufficient to cover the costs of the gold and bronze medals.,10,1
2875,HRES614,Providing for consideration of the bill (H.R. 4089) to protect and enhance opportunities for recreational hunting fishing and shooting and for other purposes.,,R,2012-04-16,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 4089) to protect and enhance opportunities for recreational hunting fishing and shooting.,11,3
2876,HR1815,To posthumously award a Congressional Gold Medal to Lena Horne in recognition of her achievements and contributions to American culture and the civil rights movement.,Lena Horne Recognition Act,D,2011-05-10,,,308,112,197,0,"Arts, culture, religion",Lena Horne Recognition Act - Directs the Speaker of the House of Representatives and the President pro tempore of the Senate to make appropriate arrangements for the posthumous presentation on behalf of Congress of a gold medal of appropriate design in commemoration of Lena Horne in recognition of her achievements and contributions to American culture and the civil rights movement.,11,1
2877,HR4089,To protect and enhance opportunities for recreational hunting fishing and shooting.,Sportsmen's Heritage Act of 2012,R,2012-02-27,,,27,22,5,0,Public lands and natural resources,Sportsmen's Heritage Act of 2012 - Title I: Recreational Fishing and Hunting Heritage and Opportunities - Recreational Fishing and Hunting Heritage and Opportunities Act - (Sec. 104) Requires federal public land management officials to facilitate the use of and access to federal public lands including Wilderness Areas Wilderness Study Areas or lands administratively classified as wilderness eligible or suitable and primitive or semi-primitive areas for fishing sport hunting and recrea...,46,7
2878,HRES619,Providing for consideration of the bill (H.R. 4348) to provide an extension of Federal-aid highway highway safety motor carrier safety transit and other programs funded out of the Highway Trust Fund pending enactment of a multiyear law reauthorizing such programs and for other purposes.,,R,2012-04-17,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 4348) to provide an extension of Federal-aid highway highway safety motor carrier safety transit and other programs funded out of the Highway Trust Fund pending enactment of a multiyear law reauthorizing such programs.,8,2
2879,HR4348,"Amended during conference: ""An act to authorize funds for Federal-aid highways highway safety programs and transit programs and for other purposes.""",MAP-21,R,2012-04-16,,,2,2,0,0,Transportation and public works,Title I: Surface Transportation Extension - Surface Transportation Extension Act of 2012 Part II - Subtitle A: Federal-Aid Highways - (Sec. 111) Amends the Surface Transportation Extension Act of 2011 Part II to continue through FY2012 and authorizes appropriations through that date for specified federal-aid highway programs under the Safe Accountable Flexible Efficient Transportation Equity Act: A Legacy for Users (SAFETEA-LU) the SAFETEA-LU Technical Corrections Act of 2008 the Int...,131,18
2880,HR2453,To require the Secretary of the Treasury to mint coins in commemoration of Mark Twain.,Mark Twain Commemorative Coin Act,R,2011-07-07,,,298,183,116,0,Finance and financial sector,Mark Twain Commemorative Coin Act - Directs the Secretary of the Treasury to mint and issue $5 gold coins and $1 silver coins emblematic of the life and legacy of Mark Twain. Limits issuance of such coins to calendar year 2016. Requires specified surcharges in the sale of such coins which shall be promptly paid in specified percentages to: (1) the Mark Twain House &amp; Museum in Hartford Connecticut to support the continued restoration of the house and grounds and ensure continuing gro...,22,2
2881,HRES620,Providing for consideration of the bill (H.R. 9) to amend the Internal Revenue Code of 1986 to provide a deduction for domestic business income of qualified small businesses.,,R,2012-04-17,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 9) to amend the Internal Revenue Code of 1986 to provide a deduction for domestic business income of qualified small businesses.,8,2
2882,HR9,To amend the Internal Revenue Code of 1986 to provide a deduction for domestic business income of qualified small businesses.,Small Business Tax Cut Act,R,2012-03-21,,,42,42,0,0,Taxation,"Small Business Tax Cut Act - Amends the Internal Revenue Code to allow a qualified small business a tax deduction equal to 20% of the lesser of qualified domestic business income or taxable income. Defines: (1) ""qualified small business"" as any employer engaged in a trade or business if such employer had fewer than 500 full-time employees in either 2010 or 2011; and (2) ""qualified domestic business income"" as an amount equal to the excess (if any) of the taxpayer's domestic business gross rec...",18,3
2883,HR2157,To facilitate a land exchange involving certain National Forest System lands in the Inyo National Forest and for other purposes.,,R,2011-06-13,,,0,0,0,0,Public lands and natural resources,Directs the Secretary of Agriculture (USDA) in any land exchange involving the conveyance of certain National Forest System land within the boundaries of Inyo National Forest in California to accept for acquisition in such exchange certain non-federal lands in California lying outside the boundaries of the Forest if acquiring them is desirable for National Forest System purposes. Authorizes the Secretary to accept a cash equalization payment that exceeds 25%. Requires any such payment to b...,16,1
2884,HR3336,To ensure the exclusion of small lenders from certain regulations of the Dodd-Frank Act.,Small Business Credit Availability Act',R,2011-11-03,,,2,0,2,0,Agriculture and food,Small Business Credit Availability Act - (Sec. 2) Amends the Commodity Exchange Act (as amended by the Dodd-Frank Wall Street Reform and Consumer Protection Act [Dodd-Frank]) to exclude from regulation as a swap dealer an insured depository institution or a U.S. uninsured branch or agency of a foreign bank that has a prudential regulator. Permits designation of a person as a swap dealer for a single type class or category of swap or activity and yet considered not to be a swap dealer for ...,15,1
2885,HR1038,To authorize the conveyance of two small parcels of land within the boundaries of the Coconino National Forest containing private improvements that were developed based upon the reliance of the landowners in an erroneous survey conducted in May 1960.,,R,2011-03-11,,,0,0,0,0,Public lands and natural resources,Authorizes the Secretary of Agriculture (USDA) to convey all interest of the United States in and to two parcels of land within the boundaries of the Coconino National Forest Arizona that contain private improvements that landowners developed based upon an erroneous survey conducted in May 1960 to the person or legal entity representing the majority of those landowners. Requires the person or legal entity that represents such landowners to pay $20000.00 to the Secretary as consideration f...,16,1
2886,HRES631,Providing for consideration of the bill (H.R. 3523) to provide for the sharing of certain cyber threat intelligence and cyber threat information between the intelligence community and cyber security entities and for other purposes; providing for consideration of motions to suspend the rules; providing for consideration of the bill (H.R. 4628) to extend student loan interest rates for undergraduate Federal Direct Stafford Loans; and for other purposes.,,R,2012-04-25,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 3523) to provide for the sharing of certain cyber threat intelligence and cyber threat information between the intelligence community and cyber security entities and for other purposes; providing for consideration of motions to suspend the rules; providing for consideration of the bill (H.R. 4628) to extend student loan interest rates for undergraduate Federal Direct Stafford Loans.,8,2
2887,HR3523,To provide for the sharing of certain cyber threat intelligence and cyber threat information between the intelligence community and cybersecurity entities and for other purposes.,Cyber Intelligence Sharing and Protection Act,R,2011-11-30,,,112,86,26,0,Armed forces and national security,"Cyber Intelligence Sharing and Protection Act - Amends the National Security Act of 1947 to add provisions concerning cyber threat intelligence and information sharing. Defines ""cyber threat intelligence"" as information in the possession of an element of the intelligence community directly pertaining to a vulnerability of or threat to a system or network of a government or private entity including information pertaining to the protection of a system or network from: (1) efforts to degrade...",51,9
2888,HR2096,To advance cybersecurity research development and technical standards and for other purposes.,Cybersecurity Enhancement Act of 2012,R,2011-06-02,,,7,4,3,0,"Science, technology, communications",Cybersecurity Enhancement Act of 2012 - Title I: Research and Development - (Sec. 103) Directs specified federal agencies participating in the National High-Performance Computing Program to: (1) transmit to Congress a cybersecurity strategic research and development plan and triennial updates and (2) develop and annually update an implementation roadmap for such plan. Instructs the participating agencies in developing and updating the strategic plan to solicit recommendations and advice fr...,13,1
2889,HR4628,To extend student loan interest rates for undergraduate Federal Direct Stafford Loans.,Interest Rate Reduction Act,R,2012-04-25,,,0,0,0,0,Education,Interest Rate Reduction Act - Amends title IV (Student Assistance) of the Higher Education Act of 1965 to make the 3.4% interest rate on Direct Stafford loans first disbursed to undergraduate students between July 1 2011 and July 1 2012 applicable to Direct Stafford loans first disbursed to undergraduate students between July 1 2011 and July 1 2013. Amends the Patient Protection and Affordable Care Act to repeal provisions establishing and appropriating funds to the Prevention and Publ...,20,2
2890,HCONRES105,Authorizing the use of Emancipation Hall in the Capitol Visitor Center for an event to celebrate the birthday of King Kamehameha.,,D,2012-02-28,,,1,0,1,0,Congress,Authorizes the use of Emancipation Hall in the Capitol Visitor Center for an event on June 24 2012 to celebrate the birthday of King Kamehameha (Hawaii).,11,1
2891,HCONRES117,Authorizing the use of the Capitol Grounds for the National Peace Officers' Memorial Service.,,R,2012-04-19,,,1,0,1,0,Congress,Permits the Grand Lodge of the Fraternal Order of Police and its auxiliary to sponsor a free public event the 31st Annual National Peace Officers' Memorial Service on the Capitol grounds on May 15 2012 to honor the law enforcement officers who died in the line of duty during 2011.,12,1
2892,HCONRES118,Authorizing the use of the Capitol Grounds for the District of Columbia Special Olympics Law Enforcement Torch Run.,,D,2012-04-24,,,1,1,0,0,Congress,Authorizes the use of the Capitol grounds for the 26th Annual District of Columbia Special Olympics Law Enforcement Torch Run on June 1 2012.,12,1
2893,HRES643,Providing for consideration of the bill (H.R. 5326) making appropriations for the Departments of Commerce and Justice Science and Related Agencies for the fiscal year ending September 30 2013 and for other purposes; waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules; and for other purposes.,,R,2012-05-07,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 5326) making appropriations for the Departments of Commerce and Justice Science and Related Agencies for the fiscal year ending September 30 2013 and for other purposes; waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules.,8,2
2894,HR5326,Making appropriations for the Departments of Commerce and Justice Science and Related Agencies for the fiscal year ending September 30 2013 and for other purposes.,Commerce Justice Science and Related Agencies Appropriations Act 2013,R,2012-05-02,,,0,0,0,0,Economics and public finance,Commerce Justice Science and Related Agencies Appropriations Act 2013 - Makes appropriations for FY2013 for the Departments of Commerce and Justice for science-related programs and related agencies. Title I: Department of Commerce - Department of Commerce Appropriations Act 2013 - Makes appropriations for the Department of Commerce for FY2013 for: (1) the International Trade Administration; (2) the Bureau of Industry and Security; (3) the Economic Development Administration; (4) the Mi...,126,42
2895,HR2072,To reauthorize the Export-Import Bank of the United States and for other purposes.,Export-Import Bank Reauthorization Act of 2012,R,2011-06-01,,,9,4,5,0,Foreign trade and international finance,Export-Import Bank Reauthorization Act of 2012 - (Sec. 2) Amends the Export-Import Bank Act of 1945 to extend the termination of functions date for the Export-Import Bank of the United States to September 30 2014. (Sec. 3) Caps annual outstanding limits on loans guarantees and insurance for FY2012 and subsequent fiscal years at $120 billion. Increases such amount to $130 billion for each of FY2013 and FY2014 if: (1) the Bank has submitted a specified report under this Act and (2) a specif...,30,7
2896,HR4133,To express the sense of Congress regarding the United States-Israel strategic relationship to direct the President to submit to Congress reports on United States actions to enhance this relationship and to assist in the defense of Israel and for other purposes.,United States-Israel Enhanced Security Cooperation Act of 2012,R,2012-03-05,,,304,170,134,0,International affairs,United States-Israel Enhanced Security Cooperation Act of 2012 - Expresses the sense of Congress that the United States should take specified actions to assist in Israel's defense. States that is U.S. policy to: (1) help Israel preserve its qualitative military edge amid regional political transformation and (2) encourage further development of advanced technology programs between the United States and Israel. Directs the President to report to Congress on: (1) the status of Israel's qualita...,9,1
2897,HRES648,Providing for consideration of the bill (H.R. 5652) to provide for reconciliation pursuant to section 201 of the concurrent resolution on the budget for fiscal year 2013.,,R,2012-05-09,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 5652) to provide for reconciliation pursuant to section 201 of the concurrent resolution on the budget for fiscal year 2013.,8,2
2898,HR5652,To provide for reconciliation pursuant to section 201 of the concurrent resolution on the budget for fiscal year 2013.,Sequester Replacement Reconciliation Act of 2012,R,2012-05-09,,,0,0,0,0,Economics and public finance,Sequester Replacement Reconciliation Act of 2012 - Title I: Agriculture - Agricultural Reconciliation Act of 2012 - (Sec. 102) Amends the American Recovery and Reinvestment Act of 2009 to terminate the increase in the value of supplemental nutrition assistance program (SNAP formerly the food stamp program) benefits for Puerto Rico and American Samoa on June 30 2012. (Sec. 103) Amends the Food and Nutrition Act of 2008 to limit categorical SNAP eligibility to households receiving specified o...,16,2
2899,HR365,To encourage enhance and integrate Blue Alert plans throughout the United States in order to disseminate information when a law enforcement officer is seriously injured or killed in the line of duty.,National Blue Alert Act of 2012,R,2011-01-20,,,58,32,26,0,Crime and law enforcement,National Blue Alert Act of 2012 - Directs the Attorney General to: (1) establish a national Blue Alert communications network within the Department of Justice (DOJ) to disseminate information when a law enforcement officer is seriously injured or killed in the line of duty in coordination with federal state and local Blue Alert plans; and (2) assign an existing DOJ officer to act as the national coordinator of the Blue Alert communications network. Sets forth the duties of the national coo...,15,1
2900,HR3874,"""To provide for the conveyance of certain cemeteries that are located on National Forest System land in Black Hills National Forest South Dakota."".",Black Hills Cemetery Act,R,2012-02-01,,,0,0,0,0,Public lands and natural resources,Black Hills Cemetery Act - Directs the Secretary of Agriculture (USDA) to convey to the local communities in South Dakota that are currently managing certain community cemeteries all interest of the United States in: (1) the parcels of National Forest System land that contain the cemeteries and (2) up to an additional two acres adjoining each cemetery to ensure that such conveyances include unmarked gravesites and allow for the expansion of those cemeteries. Requires: (1)  each such conveyan...,17,1
2901,HR205,"To amend the Act titled ""An Act to authorize the leasing of restricted Indian lands for public religious educational recreational residential business and other purposes requiring the grant of long-term leases"" approved August 9 1955 to provide for Indian tribes to enter into certain leases without prior express approval from the Secretary of the Interior and for other purposes.",HEARTH Act of 2012,D,2011-01-06,,,20,6,14,0,Native Americans,Helping Expedite and Advance Responsible Tribal Home Ownership Act of 2012 or HEARTH Act of 2012 - Extends to any Indian tribe the discretion granted under current law only to the Navajo Nation to lease restricted lands for business agricultural public religious educational recreational or residential purposes without the approval of the Secretary of the Interior. (The Secretary must still approve the tribal regulations under which those leases are executed and mining leases still requi...,23,1
2902,HRES656,Providing for consideration of the bill (H.R. 4970) to reauthorize the Violence Against Women Act of 1994 and providing for consideration of the bill (H.R. 4310) to authorize appropriations for fiscal year 2013 for military activities of the Department of Defense to prescribe military personnel strengths for fiscal year 2013 and for other purposes.,,R,2012-05-15,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 4970) to reauthorize the Violence Against Women Act of 1994 and providing for consideration of the bill (H.R. 4310) to authorize appropriations for fiscal year 2013 for military activities of the Department of Defense to prescribe military personnel strengths for fiscal year 2013.,12,3
2903,HR4119,To reduce the trafficking of drugs and to prevent human smuggling across the Southwest Border by deterring the construction and use of border tunnels.,Border Tunnel Prevention Act of 2012,D,2012-03-01,,,3,2,1,0,Crime and law enforcement,Border Tunnel Prevention Act of 2012 - Amends the federal criminal code to: (1) subject anyone who attempts or conspires to construct or finance construction of an unauthorized tunnel or subterranean passage that crosses the international border between the United States and another country or to use such a tunnel for smuggling to the penalties prescribed for someone who commits such an offense; (2) make such a border tunnel offense a predicate offense for a money laundering violation and f...,24,1
2904,HR4970,To reauthorize the Violence Against Women Act of 1994.,Violence Against Women Reauthorization Act of 2012,R,2012-04-27,,,40,40,0,0,Crime and law enforcement,"Violence Against Women Reauthorization Act of 2012 - (Sec. 3) Amends the Violence Against Women Act of 1994 (VAWA) to add or expand definitions of several terms for purposes of such Act including: (1) ""underserved populations"" to mean populations who face barriers to accessing and using sexual assault victim services due to geographic location or religious racial or ethnic identity or because of special needs; (2) ""personally identifying information or personal information"" with respect to...",25,2
2905,HRES661,Providing for further consideration of the bill (H.R. 4310) to authorize appropriations for fiscal year 2013 for military activities of the Department of Defense to prescribe military personnel strengths for fiscal year 2013 and for other purposes.,,R,2012-05-16,,,0,0,0,0,Congress,Sets forth the rule for consideration of H.R. 4310 (National Defense Authorization Act for Fiscal Year 2013).,12,2
2906,HRES568,Expressing the sense of the House of Representatives regarding the importance of preventing the Government of Iran from acquiring a nuclear weapons capability.,,R,2012-03-01,,,331,207,124,0,International affairs,Warns that time is limited to prevent Iran from acquiring a nuclear weapons capability. Urges continued and increasing economic and diplomatic pressure on Iran to secure an agreement that includes: (1) Iran's suspension of all uranium enrichment-related and reprocessing activities (2) complete cooperation with the International Atomic Energy Agency (IAEA) on all outstanding questions related to Iran's nuclear activities and (3) a permanent agreement that verifiably assures that Iran's nucle...,8,1
2907,HR5740,To extend the National Flood Insurance Program and for other purposes.,National Flood Insurance Program Extension Act,R,2012-05-15,,,1,0,1,0,Emergency management,(This measure has not been amended since it was passed by the Senate on May 24 2012. The summary of that version is repeated here.) Amends the National Flood Insurance Act of 1968 (NFIA) to extend the National Flood Insurance Program including its funding through July 31 2012. Prohibits the Administrator of the Federal Emergency Management Agency (FEMA) from estimating subsidized flood insurance premium rates for any residential property which is not the primary residence of an individual...,19,1
2908,HR4310,To authorize appropriations for fiscal year 2013 for military activities of the Department of Defense for military construction and for defense activities of the Department of Energy to prescribe military personnel strengths for such fiscal year and for other purposes.,National Defense Authorization Act for Fiscal Year 2013,R,2012-03-29,,,1,0,1,0,Armed forces and national security,National Defense Authorization Act for Fiscal Year 2013 - Division A: Department of Defense Authorizations - Title I: Procurement - Subtitle A: Authorization of Appropriations - (Sec. 101) Authorizes appropriations for FY2013 for the Department of Defense (DOD) for procurement for the Army Navy and Marine Corps Air Force and defense-wide activities in amounts specified in the funding table in Division D of this Act. Subtitle B: Army Programs - (Sec. 111) Authorizes the Secretary of the Ar...,185,33
2909,HR5651,To amend the Federal Food Drug and Cosmetic Act to revise and extend the user-fee programs for prescription drugs and for medical devices to establish user-fee programs for generic drugs and biosimilars and for other purposes.,Food and Drug Administration Reform Act of 2012,R,2012-05-09,,,5,2,3,0,Health,Food and Drug Administration Reform Act of 2012 - Amends the Federal Food Drug and Cosmetic Act (FFDCA) to reauthorize and establish new Food and Drug Administration (FDA) prescription drug user-fee programs and to revise and impose new requirements relating to: (1) prescription pediatric and generic drugs; (2) medical devices; (3) biosimilar biological products; and (4) registration of drug manufacturers and reporting of drug shortages. Title I: Fees Relating to Drugs - Prescription Drug...,12,1
2910,HR4201,To amend the Servicemembers Civil Relief Act to provide for the protection of child custody arrangements for parents who are members of the Armed Forces.,Servicemember Family Protection Act,R,2012-03-16,,,72,64,8,0,Armed forces and national security,Servicemember Family Protection Act - Amends the Servicemembers Civil Relief Act to provide that if a court renders a temporary order for custodial responsibility for a child based solely on a deployment or anticipated deployment of a parent-servicemember then the court shall require that upon the return of that servicemember from deployment the custody order that was in effect preceding such deployment shall be reinstated unless the court finds that reinstatement in not in the child's best...,13,1
2911,HR915,To establish a Border Enforcement Security Task Force program to enhance border security by fostering coordinated efforts among Federal State and local border and law enforcement officials to protect United States border cities and communities from trans-national crime including violence associated with drug trafficking arms smuggling illegal alien trafficking and smuggling violence and kidnapping along and across the international borders of the United States and for other purposes.,Jaime Zapata Border Enforcement Security Task Force Act,D,2011-03-03,,,3,2,1,0,Immigration,Jaime Zapata Border Enforcement Security Task Force Act - Amends the Homeland Security Act of 2002 to establish within the Department of Homeland Security (DHS) the Border Enforcement Security Task Force (BEST) which shall establish units to enhance border security by addressing and reducing border security threats and violence by: (1) facilitating collaboration among federal state local tribal and foreign law enforcement agencies to execute coordinated activities in furtherance of borde...,30,2
2912,HRES667,Providing for consideration of the bill (H.R. 5743) to authorize appropriations for fiscal year 2013 for intelligence and intelligence-related activities of the United States Government the Community Management Account and the Central Intelligence Agency Retirement and Disability System and for other purposes; providing for consideration of the bill (H.R. 5854) making appropriations for military construction the Department of Veterans Affairs and related agencies for the fiscal year ending September 30 2013 and for other purposes; providing for consideration of the bill (H.R. 5855) making appropriations for the Department of Homeland Security for the fiscal year ending September 30 2013 and for other purposes; and providing for consideration of the bill (H.R. 5325) making appropriations for energy and water development and related agencies for the fiscal year ending September 30 2013 and for other purposes.,,R,2012-05-30,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 5743) to authorize appropriations for fiscal year 2013 for intelligence and intelligence-related activities of the United States Government the Community Management Account and the Central Intelligence Agency Retirement and Disability System and for other purposes; providing for consideration of the bill (H.R. 5854) making appropriations for military construction the Department of Veterans Affairs and related agencies for the fiscal...,10,2
2913,HR3541,To prohibit discrimination against the unborn on the basis of sex or race and for other purposes.,Prenatal Nondiscrimination Act (PRENDA) of 2012,R,2011-12-01,,,98,95,4,0,Crime and law enforcement,Prenatal Nondiscrimination Act (PRENDA) of 2012 - (Sec. 3) Imposes criminal penalties on anyone who knowingly or knowingly attempts to: (1) perform an abortion knowing that the abortion is sought based on the sex gender color or race of the child or the race of a parent; (2) use force or the threat of force to intentionally injure or intimidate any person for the purpose of coercing a sex-selection or race-selection abortion; (3) solicit or accept funds for the performance of such an abort...,16,1
2914,HR5743,To authorize appropriations for fiscal year 2013 for intelligence and intelligence-related activities of the United States Government the Community Management Account and the Central Intelligence Agency Retirement and Disability System and for other purposes.,Intelligence Authorization Act for Fiscal Year 2013,R,2012-05-15,,,0,0,0,0,Armed forces and national security,Intelligence Authorization Act for Fiscal Year 2013 - Title I: Intelligence Activities - (Sec. 101) Authorizes appropriations for FY2013 for the conduct of intelligence and intelligence-related activities of the: (1) Office of the Director of National Intelligence; (2) Central Intelligence Agency (CIA); (3) Department of Defense (DOD); (4) Defense Intelligence Agency (DIA); (5) National Security Agency (NSA); (6) Departments of the Army Navy and Air Force; (7) Coast Guard; (8) Departments o...,30,2
2915,HR5854,Making appropriations for military construction the Department of Veterans Affairs and related agencies for the fiscal year ending September 30 2013 and for other purposes.,Military Construction and Veterans Affairs and Related Agencies Appropriations Act 2013,R,2012-05-23,,,0,0,0,0,Armed forces and national security,Military Construction and Veterans Affairs and Related Agencies Appropriations Act 2013 - Title I: Department of Defense - Appropriates funds for FY2013 for the Department of Defense (DOD) for: (1) military construction for the Army Navy and Marine Corps and Air Force (military departments) DOD the Army and Air National Guard and the Army Navy and Air Force reserves; (2) the North Atlantic Treaty Organization (NATO) Security Investment Program; (3) family housing construction and rela...,40,4
2916,HR5325,Making appropriations for energy and water development and related agencies for the fiscal year ending September 30 2013 and for other purposes.,Energy and Water Development and Related Agencies Appropriations Act 2013,R,2012-05-02,,,0,0,0,0,Economics and public finance,Energy and Water Development and Related Agencies Appropriations Act 2013 - Makes appropriations for energy and water development and related agencies for FY2013. Title I: Corps Of Engineers - Civil - Department of the Army - Appropriates funds to the Department of the Army Corps of Engineers-Civil for: (1) civil functions pertaining to river and harbor flood and storm damage reduction shore protection and aquatic ecosystem restoration (including the Mississippi River alluvial valley be...,142,36
2917,HR5855,Making appropriations for the Department of Homeland Security for the fiscal year ending September 30 2013 and for other purposes.,Department of Homeland Security Appropriations Act 2013,R,2012-05-23,,,0,0,0,0,Emergency management,Department of Homeland Security Appropriations Act 2013 - Makes appropriations for the Department of Homeland Security (DHS) for FY2013. Title I: Departmental Management and Operations - Makes appropriations for: (1) the Office of the Secretary and executive management (2) the Office of the Under Secretary for Management (3) the Office of the Chief Financial Officer (4) the Office of the Chief Information Officer (5) intelligence analysis and operations activities and (6) the Office of ...,89,22
2918,HRES679,Providing for consideration of the bill (H.R. 436) to amend the Internal Revenue Code of 1986 to repeal the excise tax on medical devices and providing for consideration of the bill (H.R. 5882) making appropriations for the Legislative Branch for the fiscal year ending September 30 2013 and for other purposes.,,R,2012-06-06,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 436) to amend the Internal Revenue Code of 1986 to repeal the excise tax on medical devices and providing for consideration of the bill (H.R. 5882) making appropriations for the Legislative Branch for the fiscal year ending September 30 2013.,8,2
